Tipo, Título, Data, Relator, Sumário, Processo, Tipo de Processo, Interessado / Responsável / Recorrente, Entidade, Representante do Ministério Público, Unidade Técnica, Representante Legal, Assunto, Endereço do Arquivo
"ACÓRDÃO", "ACÓRDÃO 2077/2017 ATA 37/2017 - PLENÁRIO", "20/09/2017", "AUGUSTO SHERMAN", "REPRESENTAÇÃO. FASE EXTERNA DO PREGÃO. INDÍCIOS DA PRÁTICA DE "COELHO". OBJETO LICITADO CONFLITA COM ATRIBUIÇÕES DE CARGO PÚBLICO. PARCIALMENTE PROCEDENTE. OITIVA. AUDIÊNCIA. ACATAMENTO. REJEIÇÃO SEM APLICAÇÃO DE MULTA. APURAÇÃO DE CONDUTA DE LICITANTE. MONITORAMENTO.", "035.967/2016-1", "REPRESENTAÇÃO (REPR)", "3. Interessados/Responsáveis:<br>3.1. Interessada: Superintendência Regional do Incra no Estado de Tocantins (00.375.972/0095-40).<br>3.2. Responsável: Carlos Alberto da Costa (198.535.721-68).", " Superintendência Regional do Incra no Estado de Tocantins.", " não atuou.", " Secretaria de Controle Externo no Estado de Tocantins (Secex/TO).", " não há.", "Representação noticiando possíveis irregularidades em pregão eletrônico da Superintendência Regional do Incra em Tocantins, cujo objeto consiste na seleção e posterior contração intermediada de técnicos em secretariado e recepcionistas para atuarem na sede daquela Superintendência e nas unidades avançadas.", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=596234"
"ACÓRDÃO", "ACÓRDÃO 1671/2017 ATA 29/2017 - PLENÁRIO", "02/08/2017", "JOSÉ MUCIO MONTEIRO", "REPRESENTAÇÃO DE LICITANTE, COM PEDIDO DE CONCESSÃO DE MEDIDA CAUTELAR. INEXISTÊNCIA DE DIVERSAS DOS VÍCIOS APONTADOS. OMISSÃO EDITALÍCIA SEM INTERFERÊNCIA NO RESULTADO DO CERTAME. CONHECIMENTO. PROCEDÊNCIA PARCIAL. DETERMINAÇÃO. ARQUIVAMENTO.", "019.725/2017-5", "REPRESENTAÇÃO (REPR)", "3. Representante: Gestor Serviços Empresariais Ltda. (CNPJ 02.685.728/0001-20)", " Banco do Brasil S. A.", "  não atuou", " Secretaria de Controle Externo no Estado de São Paulo (Secex/SP)", " não há", "Representação contra o Pregão Eletrônico 2017/0945, realizado pelo Banco do Brasil S. A., para a contratação de "serviços de Recepção para Comitês de Administração, Portaria de Edifícios e Recepcionistas Bilíngues e Trilíngues, por Lotes, para dependências do Banco do Brasil no Distrito Federal”", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=596574"
"ACÓRDÃO", "ACÓRDÃO 1431/2017 ATA 25/2017 - PLENÁRIO", "05/07/2017", "VITAL DO RÊGO", "CONSULTA FORMULADA PELO MINISTRO DO TURISMO. QUESTIONAMENTO SOBRE A APLICAÇÃO DA TEORIA DA IMPREVISÃO E DA POSSIBILIDADE DE RECOMPOSIÇÃO DO EQUILÍBRIO CONTRATUAL EM RAZÃO DE VARIAÇÕES CAMBIAIS OCORRIDAS DEVIDO A OSCILAÇÕES NATURAIS DOS FATORES DE MERCADO. ESCLARECIMENTOS AO CONSULENTE. ARQUIVAMENTO.", "034.272/2016-0", "CONSULTA (CONS)", "3. Interessados/Responsáveis: não há.", " Ministério do Turismo.", " não atuou.", " Secretaria de Controle Externo de Aquisições Logísticas (Selog).", " Eduardo Henrique Maia Bismarck (OAB/DF 23.889) e outros. ", "Consulta formulada pelo Ministro do Turismo, Exmo. Sr. Marx Beltrão, acerca da possibilidade do reequilíbrio econômico-financeiro de contratos em razão de variações cambiais.   ", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=593813"
"ACÓRDÃO", "ACÓRDÃO 1223/2017 ATA 21/2017 - PLENÁRIO", "14/06/2017", "BENJAMIN ZYMLER", "REPRESENTAÇÃO. MINISTÉRIO DO PLANEJAMENTO, DESENVOLVIMENTO E GESTÃO. PREGÃO ELETRÔNICO Nº 3/2016. PROJETO FROTA. ALTERAÇÃO DO MODAL DE TRANSPORTE INDIVIDUAL DE PASSAGEIROS ADOTADO NO ÂMBITO DA ADMINISTRAÇÃO PÚBLICA FEDERAL. CONTRATAÇÃO DE SERVIÇO DE AGENCIAMENTO DE TRANSPORTE POR MEIO EXCLUSIVO DE TÁXI E POR DEMANDA. OCORRÊNCIA DE RESTRIÇÃO INDEVIDA À COMPETITIVIDADE DO CERTAME. VIOLAÇÃO DO DISPOSTO NO ART. 3º, § 1º, INCISO I, DA LEI Nº 8.666/1993. NULIDADE DA LICITAÇÃO. AUTORIZAÇÃO PARA A CONTINUIDADE DO CONTRATO EM CARÁTER EXCEPCIONAL POR MOTIVO DE INTERESSE PÚBLICO. MEDIDA CAUTELAR PARA QUE NÃO HAJA A PRORROGAÇÃO DE CONTRATO QUE VIER A SER CELEBRADO TORNADA DEFINITIVA. DETERMINAÇÕES. REPRESENTAÇÃO JULGADA PARCIALMENTE PROCEDENTE.", "025.964/2016-0", "REPRESENTAÇÃO (REPR)", "3. Interessados/Responsáveis:<br>3.1. Interessados: Coopertran (00.691.905/0001-55); Shalom Taxi Serviços de Agenciamento e Intermediação (24.427.002/0001-20); Sindicato das Empresas Locadoras de Veículos Automotores do Distrito Federal (07.835.482/0001-49).", " Ministério do Planejamento, Desenvolvimento e Gestão.", " não atuou.", " Secretaria de Controle Externo de Aquisições Logísticas (Selog).", "8.1. Huilder Magno de Souza (18444/OAB-DF) e outros, representando Sindicato das Empresas Locadoras de Veículos Automotores do Distrito Federal.<br>8.2. Walter José Faiad de Moura (17390/OAB-DF) e outros, representando Shalom Taxi Serviços de Agenciamento e Intermediação.<br>8.3. Jonas Sidnei Santiago de Medeiros Lima (12907/OAB-DF), representando Coopertran.  <br>8.4. Karla Cavalcanti e Silva Sampaio e outros, representando Ministério do Planejamento, Desenvolvimento e Gestão. ", "Representação. L&C | Aquisições logísticas | Serviços diversos | Central de Compras - contratação do serviço de agenciamento de transporte terrestre dos servidores, empregados e colaboradores a serviço dos órgãos da APF direta, por meio de táxi e por demanda, no âmbito do DF e entorno, pelo período de 12 (doze) meses | Pregão eletrônico | Nº 03/2016 | R$ 14.856.147,00 | Estimado", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=590249"
"ACÓRDÃO", "ACÓRDÃO 599/2017 ATA 10/2017 - PLENÁRIO", "29/03/2017", "AUGUSTO SHERMAN", "MONITORAMENTO. FOC GOVERNANÇA DAS AQUISIÇÕES-CICLO 2014. DETERMINAÇÕES DIRIGIDAS AOS OGS. CUMPRIMENTO E IMPLEMENTAÇÃO DE PARTE DAS DETERMINAÇÕES E RECOMENDAÇÕES. APROVAÇÃO DE PLANO DE MONITORAMENTO PARA ACOMPANHAMENTO DA IMPLEMENTAÇÃO DAS DETERMINAÇÕES ESTRUTURANTES. APENSAMENTO.", "014.452/2016-2", "MONITORAMENTO (MON)", "3. Interessados/Responsáveis: não há.", " Secretaria de Gestão/Ministério do Planejamento, Desenvolvimento e Gestão (Seges/MP); Advocacia-Geral da União (AGU); Conselho Nacional de Justiça (CNJ); e Conselho Nacional do Ministério Público (CNMP).", " não atuou.", " Secretaria de Controle Externo de Aquisições Logísticas (Selog).", " não há", "Monitoramento do cumprimento do Acórdão 2.328/2015-TCU-Plenário, proferido no âmbito dos trabalhos de consolidação dos resultados da Fiscalização de Orientação Centralizada (FOC) – Governança e Gestão das Aquisições – Ciclo 2014, realizada com o objetivo de avaliar as práticas de governança e gestão das aquisições adotadas em 20 órgãos e entidades da Administração Pública Federal.", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=585512"
"ACÓRDÃO", "ACÓRDÃO 449/2017 ATA 8/2017 - PLENÁRIO", "15/03/2017", "JOSÉ MUCIO MONTEIRO", "REPRESENTAÇÃO. CONTRATAÇÃO DE SERVIÇOS CONTINUADOS COM DEDICAÇÃO EXCLUSIVA. CLÁUSULAS RESTRITIVAS À COMPETIÇÃO. CAUTELAR NÃO CONCEDIDA. AUSÊNCIA DE PERIGO DA DEMORA. DETERMINAÇÃO PARA NÃO PRORROGAÇÃO DO CONTRATO. OUTRAS FALHAS NO PREGÃO. CIÊNCIA. ARQUIVAMENTO.", "020.969/2016-3", "REPRESENTAÇÃO (REPR)", "3. Representante: Nova Local Rio Prestação de Serviços Ltda", " Agência Nacional de Energia Elétrica (Aneel)", " não atuou", " Secretaria de Controle Externo de Aquisições Logísticas (Selog)", " não há", "Representação, com pedido de concessão de medida cautelar, sobre possíveis irregularidades ocorridas no pregão eletrônico 17/2016, da Agência Nacional de Energia Elétrica (Aneel), para contratação de empresa especializada para prestação de serviços de motoristas.", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=583858"
"ACÓRDÃO", "ACÓRDÃO 2853/2016 ATA 46/2016 - PLENÁRIO", "09/11/2016", "RAIMUNDO CARREIRO", "REPRESENTAÇÃO. CONHECIMENTO. IRREGULARIDADES NA CONCORRÊNCIA 1/2016. ENQUADRAMENTO INDEVIDO DO OBJETO LICITADO COMO SERVIÇO DE NATUREZA CONTINUADA. OPÇÃO INDEVIDA PELA CONCORRÊNCIA DO TIPO TÉCNICA E PREÇO. EXIGÊNCIAS INDEVIDAS DO EDITAL PARA FINS DE COMPROVAÇÃO DA QUALIFICAÇÃO ECONÔMICO-FINANCEIRA. CERCEAMENTO DO CARÁTER COMPETITIVO. PROCEDÊNCIA. DETERMINAÇÃO. CIÊNCIA À REPRESENTANTE.", "020.036/2016-7", "REPRESENTAÇÃO (REPR)", "3. Interessada: L.F. Maia Sociedade de Advogados (CNPJ 66.489.899/0001-66)", " Empresa Gestora de Ativos - Emgea", " não atuou", " Secretaria de Controle Externo de Aquisições Logísticas - Selog", "  <br>	8.1. Rayana Oliveira Castro e Silva (49.183/OAB-DF), representando Siscom - Sistema de Cobrança Modular S/c Ltda.  <br>	8.2. Daniel Rodrigues Alves (01999/OAB-DF) e outros, representando Empresa Gestora de Ativos.", "Representação de empresa acerca de irregularidades em concorrência realizada pela Empresa Gestora de Ativos com vistas à contratação de serviços de administração, coordenação de cobrança extrajudicial de créditos comerciais não performados, definição de estratégias e estruturação de ações de cobrança, atendimento dos devedores em central de relacionamento, higienização de dados cadastrais, notificação, geração e remessa de boletos e correspondências diversas, formalização de negociações, registro e acompanhamento de acordos e parcelamentos de dívidas. Análise da oitiva.", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=574787"
"ACÓRDÃO", "ACÓRDÃO 2457/2016 ATA 36/2016 - PLENÁRIO", "21/09/2016", "MARCOS BEMQUERER", "EMBARGOS DE DECLARAÇÃO. ALEGAÇÃO DE OMISSÃO. CONHECIMENTO. NEGATIVA DE PROVIMENTO. 1. Nega-se provimento aos Embargos de Declaração quando inexistente o alegado vício de omissão na decisão recorrida. 2. A via dos Embargos de Declaração é inadequada à rediscussão do mérito de matéria já apreciada pelo Tribunal, pois tem por finalidade específica aclarar ou corrigir os defeitos do decisum recorrido, tido por obscuro, omisso ou contraditório.", "018.231/2015-2", "REPRESENTAÇÃO (REPR)", "3. Embargante: Visão Administração e Construção Ltda. (CNPJ  01.708.458/0001-62). ", " Ministério da Ciência, Tecnologia, Inovações e Comunicações - MCTIC.", " não atuou.", " não atuou.   ", "  Dalmo Rogério S. de Albuquerque (OAB/DF 10.010); Guilherme Campos Coelho (OAB/DF 27.810) e outros.", "Embargos de Declaração opostos por Visão Administração e Serviços Profissionais Ltda. contra decisão que emitiu determinações ao Ministério da Ciência, Tecnologia, Inovações e Comunicações em razão de irregularidades em licitação para contratação de empresa para prestar atendimento contínuo de serviços de carga manual, sem emprego de material.", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=568207"
"ACÓRDÃO", "ACÓRDÃO 1891/2016 ATA 28/2016 - PLENÁRIO", "20/07/2016", "MARCOS BEMQUERER", "REPRESENTAÇÃO. LICITAÇÃO REALIZADA PELO MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÃO E COMUNICAÇÕES PARA CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS DE CARGA MANUAL, SEM EMPREGO DE MATERIAL. PREGÃO ELETRÔNICO (PE 07/2015). INABILITAÇÃO INDEVIDA DE LICITANTE COM INOBSERVÂNCIA AOS PRINCÍPIOS DA VINCULAÇÃO AO INSTRUMENTO CONVOCATÓRIO E DO JULGAMENTO OBJETIVO. OITIVA PRÉVIA DO ÓRGÃO E DA EMPRESA CONTRATADA. NÃO ACOLHIMENTO DAS JUSTIFICA-TIVAS. DETERMINAÇÕES. A jurisprudência do Tribunal de Contas da União vem se firmando no sentido de que, nas contratações de serviços de terceirização (serviços contínuos prestados mediante dedicação exclusiva da mão de obra), os atestados de capacidade técnica devem, em regra, comprovar a habilidade da licitante na gestão de mão de obra (Acórdãos 1.168/2016, 553/2016, 1.443/2014 e 1.214/2013, do Plenário, e 744/2015, da 2ª Câmara).", "018.231/2015-2", "REPRESENTAÇÃO (REPR)", "3. Representante: Servegel - Apoio Administrativo e Suporte Operacional Ltda. (CNPJ 01.608.603/0001-33).  ", " Ministério da Ciência, Tecnologia, Inovações e Comunicações - MCTIC.", " não atuou.", " Secretaria de Controle Externo de Aquisições Logísticas - Selog.", " Dalmo Rogério Souza de Albuquerque (10.010/OAB-DF), Raphael Rabelo Cunha Melo (OAB/DF 21.429), Roseli DiasValenti (OAB/DF 24.068),  Isabel Cristina Lacerda Fernandes (OAB/DF 34.069), Guilherme Campos Coelho (OAB/DF 27.810), Roseli Nogueira da Silva Lima (OAB/DF 42.737), e  André Puppin Macedo (OAB/DF 12004). ", "Representação de empresa acerca de irregularidades em pregão conduzido pelo Ministério da Ciência, Tecnologia, Inovação e Comunicações com vistas à contratação de serviços de carga manual, sem emprego de material. Análise das oitivas.", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=560053"
"ACÓRDÃO", "ACÓRDÃO 1488/2016 ATA 21/2016 - PLENÁRIO", "08/06/2016", "VITAL DO RÊGO", "MONITORAMENTO DE ACÓRDÃO PROFERIDO EM PROCESSO DE REPRESENTAÇÃO, POR MEIO DO QUAL FOI EXPEDIDA DETERMINAÇÃO AO ÓRGÃO PROMOTOR DA LICITAÇÃO. REPUBLICAÇÃO DO EDITAL DO PREGÃO. ATENDIMENTO PARCIAL À DELIBERAÇÃO DO TCU. ADOÇÃO DE MEDIDA CAUTELAR. OITIVA. JUSTIFICATIVAS SUFICIENTES PARA ELIDIR PARTE DAS IRREGULARIDADES SUSCITADAS. PREJUÍZO MAIOR EM CASO DE ANULAÇÃO DO CERTAME. REVOGAÇÃO DA CAUTELAR ADOTADA. DETERMINAÇÃO AO ÓRGÃO QUE FORMULE EXIGÊNCIAS COM VISTAS À ACEITAÇÃO DA PROPOSTA CLASSIFICADA EM PRIMEIRO LUGAR NA ETAPA DE LANCES DO PREGÃO. CIÊNCIA. ARQUIVAMENTO.", "030.028/2015-9", "MONITORAMENTO (MON)", "3. Interessado: Splice Indústria, Comércio e Serviços Ltda.", " Departamento de Polícia Rodoviária Federal.", " não atuou.", " Secretaria de Controle Externo da Defesa Nacional e da Segurança Pública (SecexDefesa).", " Sandra Marques Brito Unterkircher (OAB/SP 113.818).", "Monitoramento das determinações expedidas em decorrência de representação contra o pregão eletrônico promovido pelo Departamento de Polícia Rodoviária Federal, referentes à contratação de empresa para prestação de serviços de monitoramento eletrônico de veículos através de sistema de leitura automática de placas, utilizando tecnologia de Reconhecimento Ótico de Caracteres (OCR). Análise da oitiva.", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=560145"
"ACÓRDÃO", "ACÓRDÃO 1168/2016 ATA 16/2016 - PLENÁRIO", "11/05/2016", "BRUNO DANTAS", "REPRESENTAÇÃO. PREGÃO ELETRÔNICO. REJEIÇÃO SUMÁRIA DA INTENÇÃO DE RECURSO. INABILITAÇÃO INDEVIDA DE LICITANTE. NÃO CONCESSÃO DE MEDIDA CAUTELAR. PERICULUM IN MORA REVERSO. AUDIÊNCIA DOS GESTORES. REJEIÇÃO DAS RAZÕES DE JUSTIFICATIVA. NÃO APLICAÇÃO DE MULTA. PROCEDÊNCIA PARCIAL. NECESSIDADE DE AVALIAÇÃO DA CONDUTA DOS LICITANTES. NÃO PRORROGAÇÃO DO CONTRATO. 1. O registro da intenção de recurso deve atender aos requisitos de sucumbência, tempestividade, legitimidade, interesse e motivação, não podendo ter seu mérito julgado de antemão, nos termos dos arts. 2º, § 1º, e 4º, incisos XVIII e XX, da Lei 10.520/2002, c/c art. 26, § 1º, do Decreto 5.450/2005, c/c item 16.3.1 do edital, c/c jurisprudência do TCU (Acórdãos 1.542/2014, 694/2014, 1.929/2013, 1.615/2013, 518/2012, 169/2012 e 339/2010, todos do Plenário). 2. A jurisprudência desta Corte vem se firmando no sentido de que, nas contratações de serviços de terceirização (serviços contínuos prestados mediante dedicação exclusiva da mão de obra), os atestados de capacidade técnica devem, em regra, comprovar a habilidade da licitante na gestão de mão de obra (Acórdãos 553/2016, 1.443/2014 e 1.214/2013, do Plenário, e 744/2015, da 2ª Câmara). 3. Os órgãos e entidades da Administração devem avaliar as condutas das empresas licitantes no âmbito dos pregões eletrônicos à luz do art. 7º da Lei 10.520/2002 e, quando for o caso, autuar processo administrativo com vistas à apenação das empresas que praticarem, injustificadamente, ato ilegal tipificado no referido dispositivo legal, com especial atenção para o fato de que estão sujeitos a sanções os responsáveis por licitações que não observarem tal orientação (Acórdão 754/2015-TCU-Plenário).", "011.172/2015-0", "REPRESENTAÇÃO (REPR)", "3. Representante/Interessados/Responsáveis:<br>3.1. Representante: Antonelly Construções e Serviços Ltda. (04.718.687/0001-56).<br>3.2. Interessado: AFS Empreendimentos e Serviços Eireli - EPP (13.153.640/0001-83).<br>3.3. Responsáveis: Ilma Lins de Souza (405.699.502-87); Ivanilson Otero de Macedo (475.053.032-87).", " Distrito Sanitário Especial Indígena do Alto Rio Negro - Ministério da Saúde.", " não atuou.", " Secretaria de Controle Externo no Estado do Amazonas (Secex-AM).", " não há.", "Representação de empresa a respeito de irregularidades em pregão realizado pelo Distrito Sanitário Especial Indígena Alto Rio Negro com vistas à contratação de mão de obra de piloto fluvial. Análise das audiências.", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=555532"
"ACÓRDÃO", "ACÓRDÃO 4161/2016 ATA 9/2016 - SEGUNDA CÂMARA", "29/03/2016", "ANA ARRAES", "REPRESENTAÇÃO DE LICITANTE. SUPOSTA AUSÊNCIA, NO SISTEMA COMPRASNET, DE PROPOSTA PREVIAMENTE CADASTRADA. INEXISTÊNCIA DE IRREGULARIDADE NO EDITAL LICITATÓRIO OU NA CONDUÇÃO DO CERTAME. QUESTÃO A SER DISCUTIDA PELO REQUERENTE NO ÂMBITO DO PODER JUDICIÁRIO. FALHAS FORMAIS. CONHECIMENTO. PROCEDÊNCIA PARCIAL. DETERMINAÇÃO.", "009.788/2015-8", "REPRESENTAÇÃO (REPR)", "3. Representante: M. do Espírito Santo Lima - Eireli (CNPJ 02.043.066/0001-94).", " Fundação Universidade Federal de Roraima.", " não atuou.", " Secretaria de Controle Externo no Estado do Amazonas - Secex/AM.", " não há.  ", "", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=554045"
"ACÓRDÃO", "ACÓRDÃO 592/2016 ATA 8/2016 - PLENÁRIO", "16/03/2016", "BENJAMIN ZYMLER", "REPRESENTAÇÃO COM DE PEDIDO DE MEDIDA CAUTELAR. CAUTELAR NEGADA. EXIGÊNCIA DE ÍNDICES CONTÁBEIS RESTRITIVOS COMO CRITÉRIO DE HABILITAÇÃO ECONÔMICO-FINANCEIRA. UTILIZAÇÃO DE PREGÃO ELETRÔNICO PARA LICITAÇÃO DE OBRA. INEXISTÊNCIA DE PREVISÃO DE CRITÉRIOS DE REAJUSTE NO CONTRATO. OITIVAS. CONHECIMENTO. PROCEDÊNCIA PARCIAL. DETERMINAÇÕES E CIENTIFICAÇÕES.", "031.644/2015-5", "REPRESENTAÇÃO (REPR)", "3. Interessados/Responsáveis:<br>3.1. Interessados: Carioca Christiani Nielsen Engenharia S.A. (40.450.769/0001-26); Craft Engenharia Ltda. (29.513.405/0001-05).", " Fundação Oswaldo Cruz.", " não atuou.", " Secretaria de Controle Externo no Estado do Rio de Janeiro (Secex-RJ).", "  <br>8.1. Giuseppe Giamundo Neto (234412/OAB-SP) e outros, representando Carioca Christiani Nielsen Engenharia S.A.  <br>8.2. Rita de Cassia Lopes Ribeiro Bogossian Isnard (164.864/OAB-RJ), representando Craft Engenharia Ltda. ", "Representação de empresa acerca de irregularidades em pregão eletrônico conduzido pelo Instituto de Tecnologia em Imunobiológicos (Bio-Manguinhos) com vistas à execução da segunda fase dos serviços de terraplenagem no terreno destinado à implantação do Novo Centro de Processamento Final de Vacinas de Bio-Manguinhos. Análise das oitivas e da diligência.", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=553839"
"ACÓRDÃO", "ACÓRDÃO 553/2016 ATA 7/2016 - PLENÁRIO", "09/03/2016", "VITAL DO RÊGO", "REPRESENTAÇÃO. POSSÍVEIS IRREGULARIDADES EM LICITAÇÃO REALIZADA PELO MINISTÉRIO DO ESPORTE. ADOÇÃO DE MEDIDA CAUTELAR. OITIVA. ESCLARECIMENTOS INSUFICIENTES PARA ELIDIR A TOTALIDADE DAS IRREGULARIDADES SUSCITADAS. PROCEDÊNCIA PARCIAL. DETERMINAÇÃO. ANULAÇÃO DA FASE DE HABILITAÇÃO. CIÊNCIA. ARQUIVAMENTO.", "026.114/2015-1", "REPRESENTAÇÃO (REPR)", "3. Interessada: Defender Conservação e Limpeza Ltda. - ME (09.370.244/0001-30).", " Ministério do Esporte.", " não atuou.", " Secretaria de Controle Externo de Aquisições Logísticas (Selog).", " André Puppin Macedo (OAB/DF 12.004); Kelly Fragoso Souza (SSP/DF 1229617).", "Representação de empresa a respeito de irregularidades em pregão eletrônico realizado pelo Ministério do Esporte com vistas à contratação de serviços terceirizados nas categorias de Secretário Executivo, Secretário Executivo Bilíngue e Técnico em Secretariado. Análise da oitiva.", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=550129"
"ACÓRDÃO", "ACÓRDÃO 551/2016 ATA 7/2016 - PLENÁRIO", "09/03/2016", "VITAL DO RÊGO", "REPRESENTAÇÃO. OBSERVAÇÃO DA ORDEM CRONOLÓGICA DOS PAGAMENTOS A FORNECEDORES DE BENS E SERVIÇOS NO ÂMBITO DA ADMINISTRAÇÃO PÚBLICA. NECESSIDADE DE REGULAMENTAÇÃO. DETERMINAÇÕES.", "002.999/2015-3", "REPRESENTAÇÃO (REPR)", "3. Interessados/Responsáveis: não há.", " Senado Federal; Câmara dos Deputados; Tribunal de Contas da União; Secretaria de Administração da Presidência da República; Secretaria de Gestão e Secretaria de Orçamento Federal, ambas do Ministério do Planejamento, Orçamento e Gestão; Secretaria do Tesouro Nacional, do Ministério da Fazenda; Conselho da Justiça Federal; Conselho Nacional de Justiça; e Conselho Nacional do Ministério Público.", " não atuou.", " Secretaria de Controle Externo de Aquisições Logísticas (Selog).", " não há.", "Representação destinada à verificar as medidas administrativas adotadas relativamente à observação da ordem cronológica dos pagamentos a fornecedores de bens e serviços no âmbito da Administração Pública. Análise das diligências.", "https://contas.tcu.gov.br/sagas/SvlVisualizarRelVotoAc?codFiltro=SAGAS-SESSAO-ENCERRADA&seOcultaPagina=S&item0=542753"
